freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	cycle number	
1.2588864E+005	8.2792453E+004	2.1644748E+005	2.3174145E+005	-6.9067848E+001	5.000000000000000E+001
1.0001951E+005	9.0214078E+004	2.6401716E+005	2.7900472E+005	-7.1134811E+001	5.000000000000000E+001
7.9433578E+004	9.9362234E+004	3.2239800E+005	3.3736231E+005	-7.2870834E+001	5.000000000000000E+001
6.3095688E+004	1.1109937E+005	3.9591813E+005	4.1121069E+005	-7.4325241E+001	5.000000000000000E+001
5.0117172E+004	8.4962609E+004	4.9058172E+005	4.9788459E+005	-8.0174553E+001	5.000000000000000E+001
3.9814441E+004	9.2221453E+004	6.1472213E+005	6.2160125E+005	-8.1468040E+001	5.000000000000000E+001
3.1621082E+004	9.9282156E+004	7.6498125E+005	7.7139694E+005	-8.2605270E+001	5.000000000000000E+001
2.5117180E+004	1.1444427E+005	9.6239538E+005	9.6917613E+005	-8.3218460E+001	5.000000000000000E+001
1.9951164E+004	1.3013834E+005	1.1967123E+006	1.2037675E+006	-8.3793671E+001	5.000000000000000E+001
1.5849604E+004	1.5450094E+005	1.5013944E+006	1.5093229E+006	-8.4124657E+001	5.000000000000000E+001
1.2587890E+004	1.8664142E+005	1.8632054E+006	1.8725301E+006	-8.4279640E+001	5.000000000000000E+001
1.0019525E+004	2.5813613E+005	2.3449643E+006	2.3591295E+006	-8.3718117E+001	5.000000000000000E+001
8.0808101E+003	3.3674291E+005	2.8842378E+006	2.9038290E+006	-8.3340706E+001	5.000000000000000E+001
6.4205449E+003	4.6340634E+005	3.5739475E+006	3.6038655E+006	-8.2612114E+001	5.000000000000000E+001
5.0116030E+003	1.2327786E+006	7.0651675E+006	7.1719130E+006	-8.0102287E+001	5.000000000000000E+001
3.9812698E+003	1.7346665E+006	8.7251910E+006	8.8959560E+006	-7.8755569E+001	5.000000000000000E+001
3.1630396E+003	2.4902258E+006	1.0689539E+007	1.0975767E+007	-7.6886314E+001	5.000000000000000E+001
2.5124102E+003	3.5378248E+006	1.3005484E+007	1.3478087E+007	-7.4782310E+001	5.000000000000000E+001
1.9956379E+003	4.9676225E+006	1.5574839E+007	1.6347871E+007	-7.2309830E+001	5.000000000000000E+001
1.5844926E+003	6.7480345E+006	1.8329304E+007	1.9532008E+007	-6.9788536E+001	5.000000000000000E+001
1.2587904E+003	8.8598620E+006	2.1316474E+007	2.3084394E+007	-6.7430542E+001	5.000000000000000E+001
9.9968164E+002	1.1215963E+007	2.4493942E+007	2.6939766E+007	-6.5396599E+001	5.000000000000000E+001
7.9423932E+002	1.1101348E+007	4.5364932E+007	4.6703500E+007	-7.6249260E+001	5.000000000000000E+001
6.3100977E+002	1.6085596E+007	5.5269248E+007	5.7562456E+007	-7.3772858E+001	5.000000000000000E+001
5.0112231E+002	2.2959506E+007	6.6349320E+007	7.0209480E+007	-7.0912346E+001	5.000000000000000E+001
3.9808899E+002	3.4277788E+007	7.9888608E+007	8.6931904E+007	-6.6777290E+001	5.000000000000000E+001
3.1631589E+002	4.6073792E+007	9.1999960E+007	1.0289211E+008	-6.3398186E+001	5.000000000000000E+001
2.5120601E+002	6.3937060E+007	1.0217649E+008	1.2053208E+008	-5.7963676E+001	5.000000000000000E+001
1.9955261E+002	8.3326544E+007	1.1462226E+008	1.4170947E+008	-5.3984100E+001	5.000000000000000E+001
1.5852898E+002	1.0635933E+008	1.2242907E+008	1.6217640E+008	-4.9017769E+001	5.000000000000000E+001
1.2592673E+002	1.2828032E+008	1.2697451E+008	1.8049478E+008	-4.4706894E+001	5.000000000000000E+001
9.9968163E+001	1.5174483E+008	1.2784958E+008	1.9842381E+008	-4.0115147E+001	5.000000000000000E+001
7.9415733E+001	1.7082970E+008	1.2911944E+008	2.1413691E+008	-3.7083344E+001	5.000000000000000E+001
6.3082275E+001	6.3124060E+007	-6.4770940E+006	6.3455492E+007	5.8585572E+000	5.000000000000000E+001
5.0112232E+001	2.2024813E+008	1.2592962E+008	2.5370752E+008	-2.9759302E+001	5.000000000000000E+001
3.9808899E+001	2.3994582E+008	1.2362169E+008	2.6991910E+008	-2.7257826E+001	5.000000000000000E+001
3.1629576E+001	2.5396755E+008	8.9299960E+007	2.6920995E+008	-1.9372673E+001	5.000000000000000E+001
2.5120600E+001	2.8170499E+008	1.1446278E+008	3.0407142E+008	-2.2112963E+001	5.000000000000000E+001
1.9955261E+001	3.0183430E+008	9.6542712E+007	3.1689814E+008	-1.7737051E+001	5.000000000000000E+001
1.5846863E+001	3.0339661E+008	1.0183118E+008	3.2002982E+008	-1.8553665E+001	5.000000000000000E+001
1.2587234E+001	3.3294925E+008	6.9013624E+007	3.4002659E+008	-1.1710420E+001	5.000000000000000E+001
9.9968157E+000	3.4289040E+008	6.7879576E+007	3.4954464E+008	-1.1197660E+001	5.000000000000000E+001
7.9395618E+000	3.4797309E+008	5.7505080E+007	3.5269264E+008	-9.3837337E+000	5.000000000000000E+001
6.3131294E+000	3.5548640E+008	4.6129224E+007	3.5846685E+008	-7.3935971E+000	5.000000000000000E+001
5.0128322E+000	3.5952198E+008	3.7804212E+007	3.6150410E+008	-6.0026684E+000	5.000000000000000E+001
3.9819028E+000	3.6946243E+008	3.0407946E+007	3.7071165E+008	-4.7050223E+000	5.000000000000000E+001
3.1603944E+000	3.6663421E+008	2.1356698E+007	3.6725571E+008	-3.3337517E+000	5.000000000000000E+001
2.5108454E+000	3.6865258E+008	7.4614910E+006	3.6872806E+008	-1.1595025E+000	5.000000000000000E+001
1.9955261E+000	3.6723894E+008	8.1802730E+006	3.6733005E+008	-1.2760564E+000	5.000000000000000E+001
1.5840454E+000	3.6815283E+008	3.8734393E+006	3.6817322E+008	-6.0280269E-001	5.000000000000000E+001
1.2595726E+000	3.6534166E+008	-1.0510911E+005	3.6534166E+008	1.6484044E-002	5.000000000000000E+001
1.0004489E+000	3.6434029E+008	-2.3980465E+006	3.6434819E+008	3.7710887E-001	5.000000000000000E+001
1.0000193E+006	2.2258055E+004	6.8504180E+004	7.2029461E+004	-7.2000229E+001	5.100000000000000E+001
7.9432600E+005	3.2792828E+004	7.3954813E+004	8.0899219E+004	-6.6086685E+001	5.100000000000000E+001
6.3095688E+005	4.1409242E+004	8.0113977E+004	9.0183008E+004	-6.2666500E+001	5.100000000000000E+001
5.0119131E+005	4.9145391E+004	8.7503180E+004	1.0035973E+005	-6.0679638E+001	5.100000000000000E+001
3.9810538E+005	5.5705000E+004	9.7550438E+004	1.1233492E+005	-6.0271992E+001	5.100000000000000E+001
3.1623041E+005	6.1679258E+004	1.1034376E+005	1.2641232E+005	-6.0795959E+001	5.100000000000000E+001
2.5119134E+005	6.6131406E+004	1.2733048E+005	1.4347967E+005	-6.2554070E+001	5.100000000000000E+001
1.9952144E+005	7.1325633E+004	1.4970023E+005	1.6582372E+005	-6.4524239E+001	5.100000000000000E+001
1.5848630E+005	7.6204367E+004	1.7903420E+005	1.9457736E+005	-6.6943390E+001	5.100000000000000E+001
1.2588864E+005	8.2182227E+004	2.1634173E+005	2.3142530E+005	-6.9199600E+001	5.100000000000000E+001
1.0001951E+005	9.0501766E+004	2.6426919E+005	2.7933631E+005	-7.1095695E+001	5.100000000000000E+001
7.9433578E+004	9.9302891E+004	3.2271866E+005	3.3765128E+005	-7.2896484E+001	5.100000000000000E+001
6.3095688E+004	1.1202095E+005	3.9841581E+005	4.1386453E+005	-7.4295830E+001	5.100000000000000E+001
5.0117172E+004	8.6168391E+004	4.9172256E+005	4.9921547E+005	-8.0060532E+001	5.100000000000000E+001
3.9814441E+004	9.1489508E+004	6.1252644E+005	6.1932138E+005	-8.1504868E+001	5.100000000000000E+001
3.1621082E+004	1.0146480E+005	7.6539444E+005	7.7209050E+005	-8.2448593E+001	5.100000000000000E+001
2.5117180E+004	1.1375529E+005	9.5950838E+005	9.6622800E+005	-8.3238815E+001	5.100000000000000E+001
1.9951164E+004	1.2906462E+005	1.1964590E+006	1.2034001E+006	-8.3843185E+001	5.100000000000000E+001
1.5849604E+004	1.5503173E+005	1.5037183E+006	1.5116889E+006	-8.4113663E+001	5.100000000000000E+001
1.2587890E+004	1.8967061E+005	1.8568219E+006	1.8664840E+006	-8.4167580E+001	5.100000000000000E+001
1.0019525E+004	2.5449355E+005	2.3437800E+006	2.3575563E+006	-8.3802956E+001	5.100000000000000E+001
8.0808101E+003	3.3827869E+005	2.8846075E+006	2.9043748E+006	-8.3311455E+001	5.100000000000000E+001
6.4205449E+003	4.6655131E+005	3.5686673E+006	3.5990355E+006	-8.2551651E+001	5.100000000000000E+001
5.0116030E+003	1.2209860E+006	7.0661275E+006	7.1708415E+006	-8.0196426E+001	5.100000000000000E+001
3.9812698E+003	1.7426969E+006	8.7258340E+006	8.8981560E+006	-7.8705666E+001	5.100000000000000E+001
3.1630396E+003	2.4774585E+006	1.0711628E+007	1.0994397E+007	-7.6977226E+001	5.100000000000000E+001
2.5124102E+003	3.5428150E+006	1.2990531E+007	1.3464971E+007	-7.4745117E+001	5.100000000000000E+001
1.9956379E+003	4.9787195E+006	1.5574301E+007	1.6350734E+007	-7.2272209E+001	5.100000000000000E+001
1.5844926E+003	6.7574595E+006	1.8354648E+007	1.9559048E+007	-6.9788277E+001	5.100000000000000E+001
1.2587904E+003	8.8668770E+006	2.1309444E+007	2.3080596E+007	-6.7407768E+001	5.100000000000000E+001
9.9968164E+002	1.1257420E+007	2.4488922E+007	2.6952492E+007	-6.5312027E+001	5.100000000000000E+001
7.9423932E+002	1.1139818E+007	4.5306400E+007	4.6655820E+007	-7.6186287E+001	5.100000000000000E+001
6.3100977E+002	1.6163409E+007	5.5266484E+007	5.7581596E+007	-7.3697746E+001	5.100000000000000E+001
5.0112231E+002	2.2933130E+007	6.6518996E+007	7.0361248E+007	-7.0977821E+001	5.100000000000000E+001
3.9808899E+002	3.4089080E+007	8.0201648E+007	8.7145680E+007	-6.6972466E+001	5.100000000000000E+001
3.1631589E+002	4.5802088E+007	9.2151592E+007	1.0290650E+008	-6.3571255E+001	5.100000000000000E+001
2.5120601E+002	6.1139132E+007	1.0258769E+008	1.1942457E+008	-5.9206348E+001	5.100000000000000E+001
1.9955261E+002	8.3140184E+007	1.1502446E+008	1.4192574E+008	-5.4140430E+001	5.100000000000000E+001
1.5852898E+002	1.0675400E+008	1.2198058E+008	1.6209774E+008	-4.8808491E+001	5.100000000000000E+001
1.2592673E+002	1.2940410E+008	1.2792894E+008	1.8196493E+008	-4.4671558E+001	5.100000000000000E+001
9.9968163E+001	1.5054130E+008	1.2950071E+008	1.9857773E+008	-4.0703232E+001	5.100000000000000E+001
7.9415733E+001	1.7079357E+008	1.2968226E+008	2.1444797E+008	-3.7209126E+001	5.100000000000000E+001
6.3082275E+001	6.3312932E+007	5.2983520E+006	6.3534240E+007	-4.7836595E+000	5.100000000000000E+001
5.0112232E+001	2.1386130E+008	1.2756711E+008	2.4901811E+008	-3.0815849E+001	5.100000000000000E+001
3.9808899E+001	2.3711490E+008	1.2536410E+008	2.6821565E+008	-2.7865681E+001	5.100000000000000E+001
3.1629576E+001	2.2311126E+008	1.2321164E+008	2.5487202E+008	-2.8909370E+001	5.100000000000000E+001
2.5120600E+001	2.8580102E+008	1.1549166E+008	3.0825402E+008	-2.2003542E+001	5.100000000000000E+001
1.9955261E+001	2.9864246E+008	1.1010315E+008	3.1829235E+008	-2.0237862E+001	5.100000000000000E+001
1.5846863E+001	2.9880326E+008	9.6698336E+007	3.1406045E+008	-1.7932552E+001	5.100000000000000E+001
1.2587234E+001	3.2745091E+008	8.0931192E+007	3.3730397E+008	-1.3882733E+001	5.100000000000000E+001
9.9968157E+000	3.4448368E+008	7.2671584E+007	3.5206557E+008	-1.1912340E+001	5.100000000000000E+001
7.9395618E+000	3.5414000E+008	6.2358220E+007	3.5958822E+008	-9.9864712E+000	5.100000000000000E+001
6.3131294E+000	3.6173914E+008	5.1506468E+007	3.6538762E+008	-8.1036272E+000	5.100000000000000E+001
5.0128322E+000	3.6632102E+008	4.2569576E+007	3.6878621E+008	-6.6285186E+000	5.100000000000000E+001
3.9819028E+000	3.6458650E+008	3.2993720E+007	3.6607635E+008	-5.1709695E+000	5.100000000000000E+001
3.1603944E+000	3.7311082E+008	2.6215994E+007	3.7403069E+008	-4.0191846E+000	5.100000000000000E+001
2.5108454E+000	3.8435728E+008	2.4421484E+007	3.8513235E+008	-3.6356003E+000	5.100000000000000E+001
1.9955261E+000	3.7641994E+008	1.5066625E+007	3.7672134E+008	-2.2921035E+000	5.100000000000000E+001
1.5840454E+000	3.7699670E+008	7.8163640E+006	3.7707773E+008	-1.1877571E+000	5.100000000000000E+001
1.2595726E+000	3.7621232E+008	4.3295230E+006	3.7623722E+008	-6.5934163E-001	5.100000000000000E+001
1.0004489E+000	3.7675888E+008	1.1753345E+006	3.7676070E+008	-1.7873897E-001	5.100000000000000E+001
1.0000193E+006	2.3030352E+004	6.7848680E+004	7.1650820E+004	-7.1250885E+001	5.200000000000000E+001
7.9432600E+005	3.2415447E+004	7.4081070E+004	8.0862641E+004	-6.6367393E+001	5.200000000000000E+001
6.3095688E+005	4.1715238E+004	8.0157352E+004	9.0362391E+004	-6.2506771E+001	5.200000000000000E+001
5.0119131E+005	4.8794563E+004	8.7448148E+004	1.0014034E+005	-6.0839233E+001	5.200000000000000E+001
3.9810538E+005	5.6007766E+004	9.7711578E+004	1.1262514E+005	-6.0178890E+001	5.200000000000000E+001
3.1623041E+005	6.1572148E+004	1.1010091E+005	1.2614809E+005	-6.0784607E+001	5.200000000000000E+001
2.5119134E+005	6.6327969E+004	1.2731805E+005	1.4355934E+005	-6.2482162E+001	5.200000000000000E+001
1.9952144E+005	7.1511781E+004	1.4970502E+005	1.6590819E+005	-6.4466911E+001	5.200000000000000E+001
1.5848630E+005	7.7057609E+004	1.7886978E+005	1.9476209E+005	-6.6693481E+001	5.200000000000000E+001
1.2588864E+005	8.2750109E+004	2.1586839E+005	2.3118552E+005	-6.9026375E+001	5.200000000000000E+001
1.0001951E+005	9.0687688E+004	2.6460091E+005	2.7971038E+005	-7.1081673E+001	5.200000000000000E+001
7.9433578E+004	9.9513859E+004	3.2165519E+005	3.3669728E+005	-7.2808952E+001	5.200000000000000E+001
6.3095688E+004	1.1138420E+005	3.9529869E+005	4.1069147E+005	-7.4263634E+001	5.200000000000000E+001
5.0117172E+004	8.6104313E+004	4.9095000E+005	4.9844344E+005	-8.0052460E+001	5.200000000000000E+001
3.9814441E+004	9.2689273E+004	6.1164256E+005	6.1862581E+005	-8.1382874E+001	5.200000000000000E+001
3.1621082E+004	1.0106496E+005	7.6431063E+005	7.7096356E+005	-8.2467468E+001	5.200000000000000E+001
2.5117180E+004	1.1505888E+005	9.6088906E+005	9.6775325E+005	-8.3171791E+001	5.200000000000000E+001
1.9951164E+004	1.2930207E+005	1.1940813E+006	1.2010616E+006	-8.3819763E+001	5.200000000000000E+001
1.5849604E+004	1.5570552E+005	1.4971190E+006	1.5051941E+006	-8.4062386E+001	5.200000000000000E+001
1.2587890E+004	1.9476650E+005	1.8600440E+006	1.8702133E+006	-8.4022301E+001	5.200000000000000E+001
1.0019525E+004	2.5890352E+005	2.3384988E+006	2.3527873E+006	-8.3682312E+001	5.200000000000000E+001
8.0808101E+003	3.3835122E+005	2.8834430E+006	2.9032268E+006	-8.3307358E+001	5.200000000000000E+001
6.4205449E+003	4.6050100E+005	3.5705483E+006	3.6001218E+006	-8.2651016E+001	5.200000000000000E+001
5.0116030E+003	1.2308131E+006	7.0514805E+006	7.1580920E+006	-8.0098953E+001	5.200000000000000E+001
3.9812698E+003	1.7472133E+006	8.7051220E+006	8.8787330E+006	-7.8650902E+001	5.200000000000000E+001
3.1630396E+003	2.4977520E+006	1.0687350E+007	1.0975346E+007	-7.6845451E+001	5.200000000000000E+001
2.5124102E+003	3.5336203E+006	1.2974278E+007	1.3446872E+007	-7.4764694E+001	5.200000000000000E+001
1.9956379E+003	4.9567110E+006	1.5518286E+007	1.6290678E+007	-7.2285950E+001	5.200000000000000E+001
1.5844926E+003	6.7419030E+006	1.8305346E+007	1.9507408E+007	-6.9781128E+001	5.200000000000000E+001
1.2587904E+003	8.8137640E+006	2.1265330E+007	2.3019486E+007	-6.7487640E+001	5.200000000000000E+001
9.9968164E+002	1.1219346E+007	2.4464724E+007	2.6914614E+007	-6.5364151E+001	5.200000000000000E+001
7.9423932E+002	1.1083749E+007	4.5392676E+007	4.6726272E+007	-7.6278313E+001	5.200000000000000E+001
6.3100977E+002	1.6035832E+007	5.5289572E+007	5.7568088E+007	-7.3826065E+001	5.200000000000000E+001
5.0112231E+002	2.2806400E+007	6.6561324E+007	7.0360088E+007	-7.1086624E+001	5.200000000000000E+001
3.9808899E+002	3.3533226E+007	7.8629248E+007	8.5481200E+007	-6.6903076E+001	5.200000000000000E+001
3.1631589E+002	4.5725268E+007	9.2216872E+007	1.0293081E+008	-6.3625717E+001	5.200000000000000E+001
2.5120601E+002	6.2630800E+007	1.0516418E+008	1.2240147E+008	-5.9223976E+001	5.200000000000000E+001
1.9955261E+002	8.2844952E+007	1.1493962E+008	1.4168416E+008	-5.4217091E+001	5.200000000000000E+001
1.5852898E+002	1.0498402E+008	1.2224457E+008	1.6113776E+008	-4.9343914E+001	5.200000000000000E+001
1.2592673E+002	1.2642758E+008	1.2684706E+008	1.7909246E+008	-4.5094898E+001	5.200000000000000E+001
9.9968163E+001	1.5169088E+008	1.2833255E+008	1.9869416E+008	-4.0231674E+001	5.200000000000000E+001
7.9415733E+001	1.7036499E+008	1.2982899E+008	2.1419570E+008	-3.7309715E+001	5.200000000000000E+001
6.3082275E+001	5.8408208E+007	2.1818864E+007	6.2350472E+007	-2.0483585E+001	5.200000000000000E+001
5.0112232E+001	2.1844202E+008	1.3064248E+008	2.5452774E+008	-3.0882158E+001	5.200000000000000E+001
3.9808899E+001	2.3918475E+008	1.2693618E+008	2.7078061E+008	-2.7955048E+001	5.200000000000000E+001
3.1629576E+001	2.6859942E+008	9.8923424E+007	2.8623677E+008	-2.0218426E+001	5.200000000000000E+001
2.5120600E+001	2.7795187E+008	1.1950494E+008	3.0255360E+008	-2.3265205E+001	5.200000000000000E+001
1.9955261E+001	3.0852048E+008	1.0280258E+008	3.2519725E+008	-1.8428669E+001	5.200000000000000E+001
1.5846863E+001	3.0279379E+008	9.2732608E+007	3.1667558E+008	-1.7027554E+001	5.200000000000000E+001
1.2587234E+001	3.3606477E+008	9.7913600E+007	3.5003798E+008	-1.6243660E+001	5.200000000000000E+001
9.9968157E+000	3.4664298E+008	7.7101872E+007	3.5511414E+008	-1.2539848E+001	5.200000000000000E+001
7.9395618E+000	3.5524630E+008	6.5522004E+007	3.6123824E+008	-1.0450250E+001	5.200000000000000E+001
6.3131294E+000	3.6561942E+008	5.6391024E+007	3.6994259E+008	-8.7678804E+000	5.200000000000000E+001
5.0128322E+000	3.7020368E+008	4.6168524E+007	3.7307142E+008	-7.1087203E+000	5.200000000000000E+001
3.9819028E+000	3.7269296E+008	4.1776732E+007	3.7502710E+008	-6.3958278E+000	5.200000000000000E+001
3.1603944E+000	3.8011456E+008	3.1501310E+007	3.8141763E+008	-4.7374587E+000	5.200000000000000E+001
2.5108454E+000	3.8757446E+008	3.6334016E+007	3.8927386E+008	-5.3556652E+000	5.200000000000000E+001
1.9955261E+000	3.8329117E+008	1.8042410E+007	3.8371558E+008	-2.6950567E+000	5.200000000000000E+001
1.5840454E+000	3.8650899E+008	1.0636750E+007	3.8665533E+008	-1.5763854E+000	5.200000000000000E+001
1.2595726E+000	3.8666822E+008	5.9627685E+006	3.8671421E+008	-8.8348192E-001	5.200000000000000E+001
1.0004489E+000	3.8449786E+008	3.9340310E+006	3.8451798E+008	-5.8620745E-001	5.200000000000000E+001
1.0000193E+006	2.2061350E+004	6.8551070E+004	7.2013555E+004	-7.2160599E+001	5.300000000000000E+001
7.9432600E+005	3.2589514E+004	7.4175500E+004	8.1019016E+004	-6.6281387E+001	5.300000000000000E+001
6.3095688E+005	4.1688539E+004	8.0198453E+004	9.0386539E+004	-6.2533810E+001	5.300000000000000E+001
5.0119131E+005	4.9166234E+004	8.7838328E+004	1.0066226E+005	-6.0762707E+001	5.300000000000000E+001
3.9810538E+005	5.5729391E+004	9.7544836E+004	1.1234216E+005	-6.0259773E+001	5.300000000000000E+001
3.1623041E+005	6.1605965E+004	1.1051887E+005	1.2652950E+005	-6.0863617E+001	5.300000000000000E+001
2.5119134E+005	6.6738906E+004	1.2711177E+005	1.4356700E+005	-6.2298683E+001	5.300000000000000E+001
1.9952144E+005	7.1772797E+004	1.4927192E+005	1.6563044E+005	-6.4320862E+001	5.300000000000000E+001
1.5848630E+005	7.7030273E+004	1.7827070E+005	1.9420120E+005	-6.6630959E+001	5.300000000000000E+001
1.2588864E+005	8.2917789E+004	2.1594013E+005	2.3131255E+005	-6.8993958E+001	5.300000000000000E+001
1.0001951E+005	9.0244117E+004	2.6346181E+005	2.7848900E+005	-7.1092026E+001	5.300000000000000E+001
7.9433578E+004	9.7769102E+004	3.2234653E+005	3.3684728E+005	-7.3127220E+001	5.300000000000000E+001
6.3095688E+004	1.1024843E+005	3.9515141E+005	4.1024303E+005	-7.4410736E+001	5.300000000000000E+001
5.0117172E+004	8.6326289E+004	4.9052978E+005	4.9806797E+005	-8.0018959E+001	5.300000000000000E+001
3.9814441E+004	9.2626094E+004	6.1307656E+005	6.2003425E+005	-8.1408501E+001	5.300000000000000E+001
3.1621082E+004	1.0135781E+005	7.6475394E+005	7.7144150E+005	-8.2450218E+001	5.300000000000000E+001
2.5117180E+004	1.1237416E+005	9.6163044E+005	9.6817406E+005	-8.3334763E+001	5.300000000000000E+001
1.9951164E+004	1.3087848E+005	1.1912066E+006	1.1983749E+006	-8.3730034E+001	5.300000000000000E+001
1.5849604E+004	1.5494172E+005	1.4986943E+006	1.5066823E+006	-8.4097473E+001	5.300000000000000E+001
1.2587890E+004	1.8886144E+005	1.8603023E+006	1.8698645E+006	-8.4203087E+001	5.300000000000000E+001
1.0019525E+004	2.5813930E+005	2.3379103E+006	2.3521183E+006	-8.3699234E+001	5.300000000000000E+001
8.0808101E+003	3.4112300E+005	2.8784353E+006	2.8985780E+006	-8.3241409E+001	5.300000000000000E+001
6.4205449E+003	4.6811613E+005	3.5619475E+006	3.5925760E+006	-8.2513016E+001	5.300000000000000E+001
5.0116030E+003	1.2393593E+006	7.0364890E+006	7.1448015E+006	-8.0010765E+001	5.300000000000000E+001
3.9812698E+003	1.7428470E+006	8.7000310E+006	8.8728830E+006	-7.8672081E+001	5.300000000000000E+001
3.1630396E+003	2.4914753E+006	1.0665920E+007	1.0953050E+007	-7.6851913E+001	5.300000000000000E+001
2.5124102E+003	3.5438570E+006	1.2958071E+007	1.3433932E+007	-7.4704399E+001	5.300000000000000E+001
1.9956379E+003	4.9526960E+006	1.5493455E+007	1.6265803E+007	-7.2272804E+001	5.300000000000000E+001
1.5844926E+003	6.7447600E+006	1.8310022E+007	1.9512782E+007	-6.9778000E+001	5.300000000000000E+001
1.2587904E+003	8.8330300E+006	2.1252346E+007	2.3014878E+007	-6.7430954E+001	5.300000000000000E+001
9.9968164E+002	1.1197899E+007	2.4418158E+007	2.6863346E+007	-6.5364326E+001	5.300000000000000E+001
7.9423932E+002	1.1073696E+007	4.5248196E+007	4.6583536E+007	-7.6248169E+001	5.300000000000000E+001
6.3100977E+002	1.5843693E+007	5.5212944E+007	5.7441204E+007	-7.3988846E+001	5.300000000000000E+001
5.0112231E+002	2.2766188E+007	6.6288248E+007	7.0088736E+007	-7.1045357E+001	5.300000000000000E+001
3.9808899E+002	3.2391078E+007	8.0150312E+007	8.6447984E+007	-6.7994926E+001	5.300000000000000E+001
3.1631589E+002	4.5407328E+007	9.1630936E+007	1.0226462E+008	-6.3639473E+001	5.300000000000000E+001
2.5120601E+002	6.4872920E+007	1.0465079E+008	1.2312710E+008	-5.8205269E+001	5.300000000000000E+001
1.9955261E+002	8.2396352E+007	1.1468113E+008	1.4121232E+008	-5.4303425E+001	5.300000000000000E+001
1.5852898E+002	1.0562951E+008	1.2352422E+008	1.6252947E+008	-4.9465191E+001	5.300000000000000E+001
1.2592673E+002	1.2632293E+008	1.2837188E+008	1.8010226E+008	-4.5460918E+001	5.300000000000000E+001
9.9968163E+001	1.5024162E+008	1.2846421E+008	1.9767549E+008	-4.0532124E+001	5.300000000000000E+001
7.9415733E+001	1.7030659E+008	1.2837743E+008	2.1327237E+008	-3.7009056E+001	5.300000000000000E+001
6.3082275E+001	6.3167196E+007	1.3482131E+006	6.3181584E+007	-1.2227105E+000	5.300000000000000E+001
5.0112232E+001	2.1822019E+008	1.2953371E+008	2.5376965E+008	-3.0693020E+001	5.300000000000000E+001
3.9808899E+001	2.3936590E+008	1.2777770E+008	2.7133590E+008	-2.8094078E+001	5.300000000000000E+001
3.1629576E+001	2.6418930E+008	9.5706768E+007	2.8099069E+008	-1.9913723E+001	5.300000000000000E+001
2.5120600E+001	2.7696285E+008	1.2148400E+008	3.0243475E+008	-2.3683661E+001	5.300000000000000E+001
1.9955261E+001	3.0968870E+008	1.0551930E+008	3.2717184E+008	-1.8815363E+001	5.300000000000000E+001
1.5846863E+001	3.0489309E+008	9.0713712E+007	3.1810182E+008	-1.6569126E+001	5.300000000000000E+001
1.2587234E+001	3.3382749E+008	1.0598405E+008	3.5024765E+008	-1.7613680E+001	5.300000000000000E+001
9.9968157E+000	3.4887056E+008	8.0654312E+007	3.5807232E+008	-1.3017338E+001	5.300000000000000E+001
7.9395618E+000	3.5882410E+008	6.8452032E+007	3.6529498E+008	-1.0800411E+001	5.300000000000000E+001
6.3131294E+000	3.6743523E+008	5.9771968E+007	3.7226515E+008	-9.2395697E+000	5.300000000000000E+001
5.0128322E+000	3.7488166E+008	5.0685884E+007	3.7829264E+008	-7.6999841E+000	5.300000000000000E+001
3.9819028E+000	3.7897210E+008	3.7610372E+007	3.8083382E+008	-5.6676531E+000	5.300000000000000E+001
3.1603944E+000	3.8610224E+008	3.5141452E+007	3.8769814E+008	-5.2004995E+000	5.300000000000000E+001
2.5108454E+000	3.8646726E+008	3.8957076E+007	3.8842579E+008	-5.7561450E+000	5.300000000000000E+001
1.9955261E+000	3.8921030E+008	2.1631854E+007	3.8981098E+008	-3.1811597E+000	5.300000000000000E+001
1.5840454E+000	3.8973382E+008	1.3050000E+007	3.8995226E+008	-1.9177978E+000	5.300000000000000E+001
1.2595726E+000	3.9009882E+008	9.5380920E+006	3.9021539E+008	-1.4006286E+000	5.300000000000000E+001
1.0004489E+000	3.9241910E+008	4.0746463E+006	3.9244026E+008	-5.9490389E-001	5.300000000000000E+001
1.0000193E+006	2.2501563E+004	6.9353336E+004	7.2912313E+004	-7.2024437E+001	5.400000000000000E+001
7.9432600E+005	3.2672766E+004	7.4794914E+004	8.1619781E+004	-6.6402786E+001	5.400000000000000E+001
6.3095688E+005	4.0863305E+004	8.0987906E+004	9.0713016E+004	-6.3226288E+001	5.400000000000000E+001
5.0119131E+005	4.8614359E+004	8.8481391E+004	1.0095698E+005	-6.1214272E+001	5.400000000000000E+001
3.9810538E+005	5.5770465E+004	9.8678367E+004	1.1334798E+005	-6.0525990E+001	5.400000000000000E+001
3.1623041E+005	6.1728773E+004	1.1169530E+005	1.2761771E+005	-6.1072620E+001	5.400000000000000E+001
2.5119134E+005	6.6488211E+004	1.2919838E+005	1.4530280E+005	-6.2768696E+001	5.400000000000000E+001
1.9952144E+005	7.1552414E+004	1.5202355E+005	1.6802055E+005	-6.4795197E+001	5.400000000000000E+001
1.5848630E+005	7.6945586E+004	1.8139813E+005	1.9704289E+005	-6.7014275E+001	5.400000000000000E+001
